LAT,LON,ALT,NAM,IKO,NA3,USE,USEdesc
43.302059,-8.377257,100,A Coruna,LECO,SP80307,49,Civilian/Public
43.301098,-2.910608,41,Bilbao,LEBB,SP26512,49,Civilian/Public
43.177776,-0.004167,384,Lourdes,LFBT,FR39156,49,Civilian/Public
43.116943,-7.470278,440,Rozas,LERO,SP27014,999,Other
42.896332,-8.415144,370,Santiago,LEST,SP04939,22,Joint Military/Civilian
42.882835,-2.724469,513,Vitoria,LEVT,SP47888,49,Civilian/Public
42.770039,-1.646331,459,Pamplona,LEPP,SP82756,49,Civilian/Public
42.589001,-5.655556,916,Leon,LELN,SP99251,22,Joint Military/Civilian
42.229118,-8.627528,260,Vigo,LEVX,SP62567,49,Civilian/Public
41.856808,-6.7075,683,Braganca,LPBG,PO90972,49,Civilian/Public
41.706001,-4.851861,849,Valladolid,LEVD,SP74835,22,Joint Military/Civilian
41.666241,-1.041553,263,Zaragoza Ab,LEZG,SP46627,22,Joint Military/Civilian
41.587776,-8.445556,75,Braga,LPBR,PO21642,49,Civilian/Public
41.274334,-7.720472,550,Vila Real,LPVR,PO98213,49,Civilian/Public
41.248055,-8.681389,69,Porto,LPPR,PO32344,49,Civilian/Public
40.97789,-8.646,3,Espinho,LPIN,PO24388,49,Civilian/Public
40.952118,-5.501986,790,Salamanca,LESA,SP56440,22,Joint Military/Civilian
40.915749,-8.646722,17,Ovar,LPOV,PO84011,8,Military
40.86639,-3.246111,943,Robledillo De Mohernando,LERM,SP99265,999,Other
40.724167,-7.888611,627,Viseu,LPVZ,PO86600,49,Civilian/Public
40.657501,-8.742222,7,Aveiro,LPAV,PO98215,999,Other
40.491669,-3.568333,609,Barajas,LEMD,SP25972,49,Civilian/Public
40.486805,-3.458306,607,Torrejon,LETO,SP56057,8,Military
40.370609,-3.785144,689,Cuatro Vientos,LECU,SP10738,999,Other
40.29414,-3.723833,618,Getafe,LEGT,SP05717,8,Military
40.267502,-7.478056,479,Covilha,LPCV,PO89457,49,Civilian/Public
40.247223,-4.788889,429,El Tietar,LETI,SP22673,999,Other
40.157223,-8.47,178,Coimbra,LPCO,PO46832,999,Other
39.831669,-8.876389,56,Monte Real,LPMR,PO63533,8,Military
39.489315,-0.481625,68,Valencia,LEVC,SP04759,49,Civilian/Public
39.47514,-8.364583,81,Tancos,LPTN,PO53763,8,Military
39.401669,-8.288889,164,Santa Margarida,LP,PO07226,999,Other
38.948471,-1.863444,701,Albacete,LEAB,SP92455,8,Military
38.890278,-6.821389,185,Talavera La Real,LEBZ,SP68724,22,Joint Military/Civilian
38.883278,-9.030111,3,Alverca,LPAR,PO92116,8,Military
38.830277,-9.338611,134,Sintra,LPST,PO54748,8,Military
38.781311,-9.135919,113,Lisboa,LPPT,PO89909,22,Joint Military/Civilian
38.767223,-8.8025,40,Alcochete,LP,PO75892,999,Other
38.721943,-9.353778,89,Cascais,LPCS,PO98227,49,Civilian/Public
38.703861,-9.035917,14,Montijo,LPMT,PO88904,8,Military
38.531052,-7.88985,245,Evora,LPEV,PO14519,999,Other
38.282169,-0.558156,43,Alicante,LEAL,SP69008,49,Civilian/Public
38.078834,-7.929694,193,Beja,LPBJ,PO84843,8,Military
37.951111,-1.230333,74,Alcantarilla,LERI,SP42958,999,Other
37.841999,-4.848889,90,Cordoba,LEBA,SP48130,49,Civilian/Public
37.774971,-0.812389,3,Murcia San Javier,LELC,SP37517,22,Joint Military/Civilian
37.417923,-5.898914,34,Sevilla,LEZL,SP64068,49,Civilian/Public
37.351692,-6.014556,7,Tablada,LE,SP75802,999,Other
37.188732,-3.777261,566,Granada,LEGR,SP61116,49,Civilian/Public
37.174915,-5.615944,87,Moron Ab,LEMO,SP04438,8,Military
37.150555,-8.5825,1,Portimao,LPPM,PO21079,49,Civilian/Public
37.133221,-3.635694,685,Armilla,LEGA,SP00685,999,Other
37.014416,-7.965917,7,Faro,LPFR,PO93204,49,Civilian/Public
36.843937,-2.370097,21,Almeria,LEAM,SP29733,49,Civilian/Public
36.744621,-6.060111,28,Jerez,LEJR,SP28453,49,Civilian/Public
36.674168,-4.496944,15,Malaga,LEMG,SP23273,22,Joint Military/Civilian
36.64526,-6.349583,26,Rota Ns,LERT,SP05584,8,Military
36.148334,-5.348611,4,Gibraltar,LXGB,GI75656,22,Joint Military/Civilian
35.73539,-0.805389,56,Bou Sfer,DAOE,AG29202,8,Military
35.726917,-5.916889,18,Ibn Batouta,GMTT,MO97306,49,Civilian/Public
35.62278,-0.621667,89,Es Senia,DAOO,AG77314,49,Civilian/Public
35.594444,-5.32,3,Sania Ramel,GMTN,MO05859,49,Civilian/Public
35.5425,-0.532222,111,Tafaraoui,DAOL,AG33600,8,Military
35.281944,-2.954444,47,Melilla,GEML,SP00285,999,Other
35.177113,-3.839417,27,Cherif Al Idrissi,GMTA,MO90426,49,Civilian/Public
35.173058,-0.594167,491,Sidi Bel Abbes,DAOS,AG69802,999,Other
35.153332,-2.92,3,Taouima,GMFN,MO68917,49,Civilian/Public
35.016666,-1.45,248,Zenata,DAON,AG12605,49,Civilian/Public
34.989166,-3.027778,174,Nador Arwi,GMMW,MO00001,49,Civilian/Public
34.788612,-1.922778,467,Angads,GMFO,MO55947,49,Civilian/Public
34.298889,-6.595833,4,Kenitra,GMMY,MO75833,8,Military
34.230583,-6.050139,54,Sidi Slimane,GMSL,MO70652,8,Military
34.051472,-6.751444,84,Sale,GMME,MO18633,22,Joint Military/Civilian
33.927261,-4.977958,579,Fes Saiss,GMFF,MO63588,49,Civilian/Public
33.879066,-5.515125,576,Bassatine,GMFM,MO80724,8,Military
33.55711,-7.660861,61,Anfa,GMMC,MO69568,49,Civilian/Public
33.528332,-0.240833,1175,Mecheria,DAAY,AG99981,8,Military
33.506111,-5.150833,1663,Ifrane,GMFI,MO15553,999,Other
33.367222,-7.585972,199,Mohamed V,GMMN,MO42868,49,Civilian/Public
31.948889,-4.400556,1044,Moulay Ali Cherif,GMFK,MO83131,22,Joint Military/Civilian
31.654575,-2.261467,811,Bechar,DAOR,AG16901,22,Joint Military/Civilian
31.60607,-8.035472,467,Menara,GMMX,MO78388,22,Joint Military/Civilian
30.939053,-6.909431,1153,Ouarzazate,GMMZ,MO42218,49,Civilian/Public
30.877501,-3.064167,747,Hamaguir,DA,AG23554,999,Other
30.3225,-9.411389,76,Al Massira,GMAD,MO97357,49,Civilian/Public
44.952,9.016528,128,Voghera,LILH,IT93122,999,Other
44.921112,4.968056,160,Chabeuil,LFLU,FR74922,22,Joint Military/Civilian
44.913055,9.723333,138,Piacenza,LIMS,IT20323,8,Military
44.892777,13.922222,84,Pula,LDPL,HR32853,49,Civilian/Public
44.891388,2.421944,638,Aurillac,LFLW,FR05287,999,Other
44.825279,0.518611,50,Roumaniere,LFBE,FR03835,49,Civilian/Public
44.822224,10.294444,49,Parma,LIMP,IT70857,49,Civilian/Public
44.698334,10.662778,46,Reggio Emilia,LIDE,IT93109,999,Other
44.546391,7.622222,385,Levaldigi,LIMZ,IT17282,49,Civilian/Public
44.544235,4.372192,280,Vals Lanas,LFHO,FR31568,999,Other
44.534222,11.2905,37,Bologna,LIPE,IT72564,22,Joint Military/Civilian
44.500279,0.198333,32,Virazeil,LFDM,FR74303,999,Other
44.5,3.533333,1024,Brenoux,LFNB,FR13434,49,Civilian/Public
44.410278,8.841389,3,Genova Sestri,LIMJ,IT47663,49,Civilian/Public
44.407867,2.482672,580,Marcillac,LFCR,FR14683,999,Other
44.396942,0.758889,57,Villeneuve Sur Lot,LFCW,FR79591,999,Other
44.36425,12.224861,0,Ravenna,LIDR,IT67566,999,Other
44.351391,1.475278,277,Lalbenque,LFCC,FR58334,999,Other
44.22353,12.306083,5,Cervia,LIPC,IT72273,8,Military
44.194721,12.07,29,Forli,LIPK,IT63936,22,Joint Military/Civilian
44.18,4.918889,95,Plan De Dieu,LF,FR66146,999,Other
44.177776,2.515,616,Cassagnes Begonhes,LFIG,FR67116,999,Other
44.174721,0.592778,61,La Garenne,LFBA,FR36025,49,Civilian/Public
44.140278,4.868611,60,Caritat,LFMO,FR88320,8,Military
44.069721,4.143611,203,Deaux,LFMS,FR09246,999,Other
44.056869,5.4955,833,Saint Christol,LFXI,FR57087,8,Military
44.048889,8.1275,45,Albenga,LIMG,IT03395,49,Civilian/Public
44.02639,1.3775,106,Montauban,LFDB,FR49061,999,Other
44.026112,5.084722,120,Carpentras,LFNH,FR23828,49,Civilian/Public
44.020283,12.611953,12,Rimini,LIPR,IT31033,22,Joint Military/Civilian
43.989445,3.186111,794,Larzac,LFCM,FR46799,999,Other
43.913891,2.113056,171,Le Sequestre,LFCI,FR13803,999,Other
43.908333,4.901389,36,Caumont,LFMV,FR70418,49,Civilian/Public
43.809944,11.205111,43,Peretola,LIRQ,IT10303,49,Civilian/Public
43.75639,4.415278,93,Garons,LFTW,FR59322,8,Military
43.68639,0.601944,124,Lamothe,LFDH,FR54723,999,Other
43.683918,10.39275,2,Pisa,LIRP,IT44286,22,Joint Military/Civilian
43.660667,7.217583,3,Cote D Azur,LFMN,FR12671,49,Civilian/Public
43.656387,10.617222,13,Pontedera,LIAT,IT73360,999,Other
43.628056,1.365833,152,Blagnac,LFBO,FR42706,49,Civilian/Public
43.616428,13.362464,15,Falconara,LIPY,IT39027,8,Military
43.606388,5.109167,59,Salon,LFMY,FR76872,8,Military
43.586113,1.499167,139,Lasbordes,LFCL,FR66731,999,Other
43.576195,3.963014,4,Mediterranee,LFMT,FR16363,49,Civilian/Public
43.56889,1.480833,146,Montaudran,LFIO,FR57717,999,Other
43.554722,2.292222,239,Mazamet,LFCK,FR38777,999,Other
43.545555,1.3675,163,Francazal,LFBF,FR43013,8,Military
43.543888,6.953611,3,Mandelieu,LFMD,FR35226,49,Civilian/Public
43.523056,4.925278,22,Le Tube,LFMI,FR13806,8,Military
43.505554,5.367778,111,Aix Les Milles,LFMA,FR58957,8,Military
43.448891,1.263333,188,Lherm,LFBR,FR39656,999,Other
43.435554,5.213611,21,Provence,LFML,FR76590,49,Civilian/Public
43.384445,6.389167,80,Le Cannet,LFMC,FR59145,8,Military
43.324165,3.355556,17,Vias,LFMU,FR01216,999,Other
43.257221,11.254167,194,Ampugnano,LIQS,IT76222,999,Other
43.253334,5.785,423,Le Castellet,LFMQ,FR44549,999,Other
43.249721,6.127222,81,Pierrefeu,LFTF,FR87329,8,Military
43.215832,2.306944,131,Salvaza,LFMK,FR22118,49,Civilian/Public
43.205471,6.482139,17,La Mole,LFNM,FR11800,999,Other
43.175835,2.734167,63,Lezignan Corbieres,LFMZ,FR57776,999,Other
43.096943,6.146944,2,Le Palyvestre,LFTH,FR24892,8,Military
43.095833,12.513333,211,Perugia,LIRZ,IT61743,49,Civilian/Public
43.090557,1.695833,339,Les Pujols,LFDJ,FR17689,999,Other
43.008057,1.104167,416,Antichan,LFCG,FR00101,49,Civilian/Public
42.760277,10.239444,7,Marina Di Campo,LIRJ,IT30035,999,Other
42.759056,11.072917,4,Grosseto,LIRS,IT87100,8,Military
42.740833,2.866944,43,Rivesaltes,LFMP,FR50761,49,Civilian/Public
42.553055,9.483333,7,Poretta,LFKB,FR24348,49,Civilian/Public
42.530277,8.801389,64,Saint Catherine,LFKC,FR73736,999,Other
